,Ticker,Indicador,ATUAL,2021,2020,2019,2018,2017,2016,2015,2014,2013,Setor
15,AHEB3,Dív. líquida/EBITDA ,"0,64","0,64","8,96","0,96","0,32","3,64","0,26",-,-,-,Produção de Eventos e Shows
16,AHEB3,Dív. líquida/EBIT ,"0,53","0,53","4,21","0,68","0,27","2,00","0,23","2,70","-3,71","-58,18",Produção de Eventos e Shows
17,AHEB3,PL/Ativos ,"-0,23","-0,23","0,01","0,10","0,16","0,31","0,20","0,32","0,17","0,19",Produção de Eventos e Shows
18,AHEB3,Passivos/Ativos ,"1,23","1,23","0,99","0,90","0,84","0,69","0,80","0,68","0,83","0,81",Produção de Eventos e Shows
19,AHEB3,Liq. corrente ,"0,96","0,96","0,72","0,71","0,69","1,05","0,64","1,13","1,41","0,85",Produção de Eventos e Shows
20,AHEB3,M. Bruta ,"28,13%","28,13%","26,77%","23,08%","40,23%","38,79%","49,96%","38,20%","100,00%","100,00%",Produção de Eventos e Shows
21,AHEB3,M. EBITDA ,"-20,45%","-20,45%","-2,66%","-24,82%","-57,63%","-7,75%","-29,88%",-%,-%,-%,Produção de Eventos e Shows
22,AHEB3,M. EBIT ,"-24,82%","-24,82%","-5,66%","-34,86%","-67,08%","-14,10%","-33,87%","-5,94%","5,20%","0,47%",Produção de Eventos e Shows
23,AHEB3,M. Líquida ,"-42,95%","-42,95%","-11,20%","-37,06%","-70,47%","-17,89%","-37,01%","-7,08%","2,63%","0,23%",Produção de Eventos e Shows
24,AHEB3,ROE ,"-105,53%","-105,53%","-662,49%","-156,37%","-137,44%","-24,04%","-126,69%","-11,86%","5,82%","0,49%",Produção de Eventos e Shows
25,AHEB3,ROA ,"-23,80%","-23,80%","-7,88%","-16,20%","-21,56%","-7,38%","-25,67%","-3,79%","0,99%","0,09%",Produção de Eventos e Shows
26,AHEB3,ROIC ,"60,99%","60,99%","-334,66%","-147,07%","-130,84%","-18,94%","-116,47%","-10,58%","11,49%","-0,22%",Produção de Eventos e Shows
27,AHEB3,Giro ativos ,"0,55","0,55","0,70","0,44","0,31","0,41","0,69","0,54","0,38","0,40",Produção de Eventos e Shows
28,AHEB3,CAGR Receitas 5 anos ,"-1,24%","-1,24%","1,88%","-10,10%","-15,48%","-10,57%","-2,28%","-0,21%","8,69%","9,34%",Produção de Eventos e Shows
29,AHEB3,CAGR Lucros 5 anos ,-%,-%,-%,-%,-%,-%,-%,-%,"-1,42%",-%,Produção de Eventos e Shows
0,ALLD3,D.Y ,"5,27%","4,48%",-%,-%,-%,-%,,,,,Eletrodomésticos
1,ALLD3,P/L ,"4,67","5,50",-,-,-,-,,,,,Eletrodomésticos
2,ALLD3,PEG Ratio ,"0,06",-,-,-,-,-,,,,,Eletrodomésticos
3,ALLD3,P/VP ,"0,89","1,05",-,-,-,-,,,,,Eletrodomésticos
4,ALLD3,EV/EBITDA ,"2,12","2,61",-,-,-,-,,,,,Eletrodomésticos
5,ALLD3,EV/EBIT ,"2,48","3,06",-,-,-,-,,,,,Eletrodomésticos
6,ALLD3,P/EBITDA ,"2,82","3,32",-,-,-,-,,,,,Eletrodomésticos
7,ALLD3,P/EBIT ,"3,30","3,89",-,-,-,-,,,,,Eletrodomésticos
8,ALLD3,VPA ,"16,22","16,22",-,-,-,-,,,,,Eletrodomésticos
9,ALLD3,P/Ativo ,"0,30","0,35",-,-,-,-,,,,,Eletrodomésticos
10,ALLD3,LPA ,"3,09","3,09",-,-,-,-,,,,,Eletrodomésticos
11,ALLD3,P/SR ,"0,23","0,28",-,-,-,-,,,,,Eletrodomésticos
12,ALLD3,P/Cap. Giro ,"1,48","1,74",-,-,-,-,,,,,Eletrodomésticos
13,ALLD3,P/Ativo Circ. Liq. ,"-1,13","-1,33",-,-,-,-,,,,,Eletrodomésticos
14,ALLD3,Dív. líquida/PL ,"-0,22","-0,22","0,05","0,21","0,07","0,23",,,,,Eletrodomésticos
15,ALLD3,Dív. líquida/EBITDA ,"-0,71","-0,71",-,-,-,-,,,,,Eletrodomésticos
16,ALLD3,Dív. líquida/EBIT ,"-0,83","-0,83","0,23","1,16","0,48","2,25",,,,,Eletrodomésticos
17,ALLD3,PL/Ativos ,"0,33","0,33","0,30","0,31","0,32","0,38",,,,,Eletrodomésticos
18,ALLD3,Passivos/Ativos ,"0,67","0,67","0,70","0,69","0,68","0,62",,,,,Eletrodomésticos
19,ALLD3,Liq. corrente ,"1,37","1,37","1,35","1,39","1,34","1,29",,,,,Eletrodomésticos
20,ALLD3,M. Bruta ,"14,08%","14,08%","15,63%","15,78%","17,07%","12,11%",,,,,Eletrodomésticos
21,ALLD3,M. EBITDA ,"8,32%","8,32%",-%,-%,-%,-%,,,,,Eletrodomésticos
22,ALLD3,M. EBIT ,"7,10%","7,10%","5,73%","4,84%","5,01%","3,39%",,,,,Eletrodomésticos
23,ALLD3,M. Líquida ,"5,02%","5,02%","3,55%","2,71%","2,29%","0,73%",,,,,Eletrodomésticos
24,ALLD3,ROE ,"19,07%","19,07%","14,83%","10,37%","6,82%","2,24%",,,,,Eletrodomésticos
25,ALLD3,ROA ,"6,36%","6,36%","4,51%","3,17%","2,16%","0,86%",,,,,Eletrodomésticos
26,ALLD3,ROIC ,"20,12%","20,12%","15,61%","11,51%","9,05%","6,54%",,,,,Eletrodomésticos
27,ALLD3,Giro ativos ,"1,27","1,27","1,27","1,17","0,94","1,18",,,,,Eletrodomésticos
28,ALLD3,CAGR Receitas 5 anos ,-%,-%,-%,-%,-%,-%,,,,,Eletrodomésticos
29,ALLD3,CAGR Lucros 5 anos ,-%,-%,-%,-%,-%,-%,,,,,Eletrodomésticos
0,ALPA3,D.Y ,"1,86%","1,28%","0,13%",-%,"2,62%","1,82%","3,08%","9,24%","3,77%","2,01%",Calçados
1,ALPA3,P/L ,"21,10","26,44","159,81","59,17","4,44","22,13","11,55","16,59","11,25","17,92",Calçados
2,ALPA3,PEG Ratio ,"0,05","0,07",-,-,"-0,52","110,81","0,35","-5,93","-1,17","1,67",Calçados
3,ALPA3,P/VP ,"4,20","5,26","7,60","6,14","0,62","3,67","2,11","2,46","1,58","3,03",Calçados
4,ALPA3,EV/EBITDA ,"19,77","26,35","84,73","38,19","2,81","16,79","9,66","9,12","8,19","14,47",Calçados
5,ALPA3,EV/EBIT ,"23,61","31,46","84,12","40,88","3,46","21,45","9,58","11,32","10,08","17,44",Calçados
6,ALPA3,P/EBITDA ,"19,68","24,66","82,28","35,31","2,61","16,54","8,92","9,97","7,81","14,17",Calçados
7,ALPA3,P/EBIT ,"23,50","29,44","81,69","37,80","3,21","21,13","8,84","12,36","9,61","17,07",Calçados
8,ALPA3,VPA ,"5,08","5,90","5,01","4,49","26,45","4,65","4,20","3,91","4,25","4,29",Calçados
9,ALPA3,P/Ativo ,"1,81","2,27","4,65","3,59","0,37","2,08","1,10","1,20","0,86","1,65",Calçados
10,ALPA3,LPA ,"1,01","1,17","0,24","0,47","3,68","0,77","0,77","0,58","0,60","0,72",Calçados
11,ALPA3,P/SR ,"3,68","4,62","6,66","4,37","0,38","2,15","1,03","1,12","0,92","1,62",Calçados
12,ALPA3,P/Cap. Giro ,"-13,64","-17,09","15,98","11,98","1,20","6,05","3,30","5,02","2,76","4,75",Calçados
13,ALPA3,P/Ativo Circ. Liq. ,"-3,03","-3,79","-10,49","-8,48","-0,93","-5,67","-2,75","-2,90","-2,09","-4,72",Calçados
14,ALPA3,Dív. líquida/PL ,"-0,14","-0,14","-0,15","-0,11","0,03","0,01","0,04","0,10","0,01","-0,14",Calçados
15,ALPA3,Dív. líquida/EBITDA ,"-0,64","-0,64","-1,65","-0,63","0,13","0,06","0,19","0,41","0,07","-0,66",Calçados
16,ALPA3,Dív. líquida/EBIT ,"-0,76","-0,76","-1,64","-0,67","0,16","0,07","0,19","0,51","0,09","-0,79",Calçados
17,ALPA3,PL/Ativos ,"0,43","0,42","0,61","0,58","0,60","0,57","0,55","0,49","0,55","0,55",Calçados
18,ALPA3,Passivos/Ativos ,"0,57","0,57","0,37","0,40","0,38","0,41","0,45","0,49","0,42","0,45",Calçados
19,ALPA3,Liq. corrente ,"0,75","0,75","2,10","2,08","2,06","2,19",-,"1,69","2,15","2,15",Calçados
20,ALPA3,M. Bruta ,"49,55%","49,55%","52,34%","50,29%","43,87%","44,05%","44,40%","42,71%","41,09%","41,46%",Calçados
21,ALPA3,M. EBITDA ,"18,72%","18,72%","8,09%","12,37%","14,46%","13,02%","11,56%","11,22%","11,75%","11,44%",Calçados
22,ALPA3,M. EBIT ,"15,68%","15,68%","8,15%","11,56%","11,73%","10,19%","11,65%","9,04%","9,54%","9,50%",Calçados
23,ALPA3,M. Líquida ,"17,46%","17,46%","4,17%","7,38%","8,49%","9,73%","8,92%","6,74%","8,15%","9,05%",Calçados
24,ALPA3,ROE ,"19,89%","20,31%","4,75%","10,37%","13,92%","16,57%","17,50%","14,80%","14,02%","16,90%",Calçados
25,ALPA3,ROA ,"8,59%","8,59%","2,91%","6,06%","8,33%","9,40%","9,56%","7,24%","7,67%","9,22%",Calçados
26,ALPA3,ROIC ,"15,86%","15,86%","8,16%","10,54%","12,34%","11,11%","16,90%","12,97%","11,90%","12,03%",Calçados
27,ALPA3,Giro ativos ,"0,49","0,49","0,70","0,82","0,98","0,97","1,07","1,07","0,94","1,02",Calçados
28,ALPA3,CAGR Receitas 5 anos ,"-0,53%","-0,53%","-3,59%","1,55%","2,65%","4,36%","9,51%","12,59%","12,27%",-%,Calçados
29,ALPA3,CAGR Lucros 5 anos ,"13,78%","13,78%","-12,43%","-0,44%","1,35%","5,29%","3,30%","-2,33%","17,35%",-%,Calçados
0,ALPK3,D.Y ,-%,-%,-%,-%,-%,-%,,,,,Serviços Diversos
1,ALPK3,P/L ,"-3,98","-3,93","-10,54",-,-,-,,,,,Serviços Diversos
2,ALPK3,PEG Ratio ,"-0,13","-0,13",-,-,-,-,,,,,Serviços Diversos
3,ALPK3,P/VP ,"1,58","1,56","2,66",-,-,-,,,,,Serviços Diversos
4,ALPK3,EV/EBITDA ,-,-,-,-,-,-,,,,,Serviços Diversos
5,ALPK3,EV/EBIT ,"-67,25","-66,31","395,58",-,-,-,,,,,Serviços Diversos
6,ALPK3,P/EBITDA ,-,-,-,-,-,-,,,,,Serviços Diversos
7,ALPK3,P/EBIT ,"-27,47","-27,13","220,01",-,-,-,,,,,Serviços Diversos
8,ALPK3,VPA ,"2,62","2,69","3,50",-,-,-,,,,,Serviços Diversos
9,ALPK3,P/Ativo ,"0,35","0,34","0,67",-,-,-,,,,,Serviços Diversos
10,ALPK3,LPA ,"-1,04","-1,07","-0,88",-,-,-,,,,,Serviços Diversos
11,ALPK3,P/SR ,"1,07","1,05","2,78",-,-,-,,,,,Serviços Diversos
12,ALPK3,P/Cap. Giro ,"-2,15","-2,12","-2,97",-,-,-,,,,,Serviços Diversos
13,ALPK3,P/Ativo Circ. Liq. ,"-0,39","-0,38","-0,72",-,-,-,,,,,Serviços Diversos
14,ALPK3,Dív. líquida/PL ,"2,26","2,29","2,12","2,51","1,87","22,10",,,,,Serviços Diversos
15,ALPK3,Dív. líquida/EBITDA ,-,-,-,-,-,-,,,,,Serviços Diversos
16,ALPK3,Dív. líquida/EBIT ,"-39,18","-39,18","175,57","10,42","7,31","8,25",,,,,Serviços Diversos
17,ALPK3,PL/Ativos ,"0,22","0,22","0,25","0,24","0,30","0,02",,,,,Serviços Diversos
18,ALPK3,Passivos/Ativos ,"0,78","0,78","0,75","0,76","0,70","0,97",,,,,Serviços Diversos
19,ALPK3,Liq. corrente ,"0,40","0,40","0,25","0,50","0,30","0,52",,,,,Serviços Diversos
20,ALPK3,M. Bruta ,"24,78%","24,78%","25,38%","29,56%","28,20%","27,47%",,,,,Serviços Diversos
21,ALPK3,M. EBITDA ,-%,-%,-%,-%,-%,-%,,,,,Serviços Diversos
22,ALPK3,M. EBIT ,"-3,88%","-3,88%","1,26%","12,69%","15,64%","13,54%",,,,,Serviços Diversos
23,ALPK3,M. Líquida ,"-26,75%","-26,75%","-26,33%","-4,03%","-5,33%","-7,79%",,,,,Serviços Diversos
24,ALPK3,ROE ,"-39,74%","-40,22%","-25,21%","-7,65%","-8,72%","-154,24%",,,,,Serviços Diversos
25,ALPK3,ROA ,"-8,67%","-8,67%","-6,34%","-1,80%","-2,59%","-3,54%",,,,,Serviços Diversos
26,ALPK3,ROIC ,"-1,81%","-1,81%","0,30%","6,22%","8,60%","9,55%",,,,,Serviços Diversos
27,ALPK3,Giro ativos ,"0,32","0,32","0,24","0,45","0,49","0,45",,,,,Serviços Diversos
28,ALPK3,CAGR Receitas 5 anos ,-%,-%,-%,-%,-%,-%,,,,,Serviços Diversos
29,ALPK3,CAGR Lucros 5 anos ,-%,-%,-%,-%,-%,-%,,,,,Serviços Diversos
0,ALSO3,D.Y ,"1,07%","1,05%",-%,"0,91%",-%,-%,-%,-%,-%,-%,Exploração de Imóveis
1,ALSO3,P/L ,"20,38","20,94","45,85",-,-,-,-,-,-,-,Exploração de Imóveis
2,ALSO3,PEG Ratio ,"0,33","0,33",-,-,-,-,-,-,-,-,Exploração de Imóveis
3,ALSO3,P/VP ,"0,72","0,74","1,18",-,-,-,-,-,-,-,Exploração de Imóveis
4,ALSO3,EV/EBITDA ,"6,83","7,09","13,31",-,-,-,-,-,-,-,Exploração de Imóveis
5,ALSO3,EV/EBIT ,"8,87","9,20","19,89",-,-,-,-,-,-,-,Exploração de Imóveis
6,ALSO3,P/EBITDA ,"8,80","9,05","16,20",-,-,-,-,-,-,-,Exploração de Imóveis
7,ALSO3,P/EBIT ,"11,43","11,75","24,21",-,-,-,-,-,-,-,Exploração de Imóveis
8,ALSO3,VPA ,"29,39","29,39","24,63",-,-,-,-,-,"30,79","29,19",Exploração de Imóveis
9,ALSO3,P/Ativo ,"0,50","0,52","0,71",-,-,-,-,-,-,-,Exploração de Imóveis
10,ALSO3,LPA ,"1,03","1,03","0,64",-,-,-,-,-,"2,05","2,96",Exploração de Imóveis
11,ALSO3,P/SR ,"5,97","6,14","9,72",-,-,-,-,-,-,-,Exploração de Imóveis
12,ALSO3,P/Cap. Giro ,"5,35","5,49","5,58",-,-,-,-,-,-,-,Exploração de Imóveis
13,ALSO3,P/Ativo Circ. Liq. ,"-0,60","-0,62","-0,85",-,-,-,-,-,-,-,Exploração de Imóveis
14,ALSO3,Dív. líquida/PL ,"-0,16","-0,18","-0,21","-0,19","0,18","0,20","0,23","0,26","0,25","0,22",Exploração de Imóveis
15,ALSO3,Dív. líquida/EBITDA ,"-1,96","-1,96","-2,89","-3,64",-,-,-,-,-,-,Exploração de Imóveis
16,ALSO3,Dív. líquida/EBIT ,"-2,54","-2,54","-4,32","-4,72","0,87","1,38","1,44","1,87","1,42","0,88",Exploração de Imóveis
17,ALSO3,PL/Ativos ,"0,70","0,61","0,60","0,59","0,50","0,49","0,50","0,49","0,50","0,49",Exploração de Imóveis
18,ALSO3,Passivos/Ativos ,"0,30","0,30","0,30","0,31","0,29","0,32","0,31","0,32","0,33","0,35",Exploração de Imóveis
19,ALSO3,Liq. corrente ,"2,44","2,44","4,37","6,44","1,35","1,61","1,39","1,41","2,12","2,15",Exploração de Imóveis
20,ALSO3,M. Bruta ,"67,92%","67,92%","66,20%","73,08%","79,04%","76,58%","75,35%","75,93%","76,26%","78,71%",Exploração de Imóveis
21,ALSO3,M. EBITDA ,"67,86%","67,86%","59,99%","44,39%",-%,-%,-%,-%,-%,-%,Exploração de Imóveis
22,ALSO3,M. EBIT ,"52,26%","52,26%","40,15%","34,18%","149,77%","107,76%","112,90%","101,21%","132,51%","198,67%",Exploração de Imóveis
23,ALSO3,M. Líquida ,"29,31%","29,31%","21,20%","2,96%","50,59%","39,01%","28,14%","29,33%","49,25%","81,94%",Exploração de Imóveis
24,ALSO3,ROE ,"3,52%","4,07%","2,58%","0,34%","6,84%","5,35%","3,89%","4,02%","6,67%","10,13%",Exploração de Imóveis
25,ALSO3,ROA ,"2,47%","2,47%","1,55%","0,20%","3,44%","2,60%","1,93%","1,98%","3,31%","4,99%",Exploração de Imóveis
26,ALSO3,ROIC ,"6,00%","6,00%","3,37%","2,74%","8,91%","6,87%","7,28%","6,45%","8,08%","10,33%",Exploração de Imóveis
27,ALSO3,Giro ativos ,"0,08","0,08","0,07","0,07","0,07","0,07","0,07","0,07","0,07","0,06",Exploração de Imóveis
28,ALSO3,CAGR Receitas 5 anos ,"22,33%","22,33%","19,22%","18,45%","6,29%","6,68%","9,32%","12,35%","15,64%",-%,Exploração de Imóveis
29,ALSO3,CAGR Lucros 5 anos ,"23,34%","23,34%","11,73%","-32,48%","-3,48%","-5,69%","-16,05%","-6,95%","0,60%",-%,Exploração de Imóveis
0,ALUP11,D.Y ,"3,30%","3,49%","2,55%","1,63%","3,93%","2,78%","4,91%","9,13%","12,24%",-%,Energia Elétrica
1,ALUP11,P/L ,"6,68","6,33","8,43","9,08","13,89","13,96","13,77","13,10","10,13","3,06",Energia Elétrica
2,ALUP11,PEG Ratio ,"0,36","0,34",-,-,"0,82","2,16","0,28","-0,31","0,40","0,10",Energia Elétrica
3,ALUP11,P/VP ,"0,74","0,71","1,38","1,62","1,24","1,19","1,48","1,09","1,50","0,35",Energia Elétrica
4,ALUP11,EV/EBITDA ,"3,99","3,89","4,29","5,10","6,34","6,28",-,"5,78","6,48","3,36",Energia Elétrica
5,ALUP11,EV/EBIT ,"4,13","4,03","4,48","5,21","6,86","6,83","6,38","6,17","6,72","3,49",Energia Elétrica
6,ALUP11,P/EBITDA ,"1,90","1,80","2,29","3,23","4,17","3,97",-,"2,38","3,37","0,89",Energia Elétrica
7,ALUP11,P/EBIT ,"1,97","1,87","2,39","3,31","4,50","4,31","3,45","2,54","3,50","0,92",Energia Elétrica
8,ALUP11,VPA ,"34,13","34,13","19,62","17,07","14,77","15,52","11,58","12,05","11,78","46,97",Energia Elétrica
9,ALUP11,P/Ativo ,"0,29","0,27","0,35","0,42","0,37","0,40","0,42","0,27","0,41","0,11",Energia Elétrica
10,ALUP11,LPA ,"3,81","3,81","3,21","3,04","1,32","1,32","1,24","1,00","1,74","5,31",Energia Elétrica
11,ALUP11,P/SR ,"1,42","1,35","1,29","1,76","2,85","3,00","2,75","1,83","2,50","0,69",Energia Elétrica
12,ALUP11,P/Cap. Giro ,"3,81","3,62","4,42","2,41","1,55","2,44","5,35","6,97","3,42","0,94",Energia Elétrica
13,ALUP11,P/Ativo Circ. Liq. ,"-0,35","-0,33","-0,43","-0,58","-0,56","-0,59","-0,56","-0,36","-0,54","-0,14",Energia Elétrica
14,ALUP11,Dív. líquida/PL ,"0,82","1,25","1,21","0,93","0,65","0,69","1,25","1,56","1,38","0,97",Energia Elétrica
15,ALUP11,Dív. líquida/EBITDA ,"2,09","2,09","2,00","1,86","2,18","2,31",-,"3,40","3,10","2,48",Energia Elétrica
16,ALUP11,Dív. líquida/EBIT ,"2,16","2,16","2,09","1,90","2,35","2,52","2,93","3,63","3,22","2,57",Energia Elétrica
17,ALUP11,PL/Ativos ,"0,39","0,25","0,25","0,26","0,30","0,34","0,28","0,25","0,27","0,31",Energia Elétrica
18,ALUP11,Passivos/Ativos ,"0,61","0,61","0,60","0,61","0,57","0,51","0,55","0,59","0,57","0,51",Energia Elétrica
19,ALUP11,Liq. corrente ,"1,80","1,80","1,78","2,61","3,26","2,11","1,45","1,24","1,98","1,80",Energia Elétrica
20,ALUP11,M. Bruta ,"73,26%","73,26%","56,04%","53,72%","67,40%","73,54%","78,11%","77,24%","76,78%","79,96%",Energia Elétrica
21,ALUP11,M. EBITDA ,"74,78%","74,78%","56,39%","54,45%","68,47%","75,69%",-%,"77,05%","74,10%","77,55%",Energia Elétrica
22,ALUP11,M. EBIT ,"72,22%","72,22%","54,04%","53,24%","63,36%","69,61%","79,90%","72,12%","71,47%","74,81%",Energia Elétrica
23,ALUP11,M. Líquida ,"21,31%","21,31%","15,34%","19,39%","20,54%","21,51%","20,00%","14,00%","24,69%","22,45%",Energia Elétrica
24,ALUP11,ROE ,"11,15%","17,03%","16,38%","17,80%","8,94%","8,52%","10,72%","8,33%","14,79%","11,29%",Energia Elétrica
25,ALUP11,ROA ,"4,34%","4,34%","4,17%","4,60%","2,65%","2,89%","3,04%","2,09%","4,06%","3,47%",Energia Elétrica
26,ALUP11,ROIC ,"15,12%","15,12%","14,02%","11,83%","8,04%","9,52%","12,27%","11,49%","12,66%","11,34%",Energia Elétrica
27,ALUP11,Giro ativos ,"0,20","0,20","0,27","0,24","0,13","0,13","0,15","0,15","0,16","0,15",Energia Elétrica
28,ALUP11,CAGR Receitas 5 anos ,"27,49%","27,49%","32,68%","25,59%","7,84%","5,07%","5,07%","9,80%","13,73%","16,76%",Energia Elétrica
29,ALUP11,CAGR Lucros 5 anos ,"29,12%","29,12%","35,12%","19,67%","5,94%","8,47%","10,28%","1,68%","21,30%","29,68%",Energia Elétrica
0,ALUP3,D.Y ,"3,29%","3,46%","2,57%","1,32%","3,20%","2,14%","3,45%",-%,-%,-%,Energia Elétrica
1,ALUP3,P/L ,"6,70","6,38","8,36","11,26","17,05","18,11","19,62",-,-,-,Energia Elétrica
2,ALUP3,PEG Ratio ,"0,36","0,35",-,-,"1,01","2,80","0,40",-,-,-,Energia Elétrica
3,ALUP3,P/VP ,"0,75","0,71","1,37","2,00","1,52","1,54","2,10",-,-,-,Energia Elétrica
4,ALUP3,EV/EBITDA ,"3,99","3,89","4,29","5,10","6,34","6,28",-,"5,78","6,48","3,36",Energia Elétrica
5,ALUP3,EV/EBIT ,"4,13","4,03","4,48","5,21","6,86","6,83","6,38","6,17","6,72","3,49",Energia Elétrica
6,ALUP3,P/EBITDA ,"1,91","1,82","2,27","4,01","5,11","5,15",-,-,-,-,Energia Elétrica
7,ALUP3,P/EBIT ,"1,98","1,88","2,37","4,10","5,53","5,60","4,91",-,-,-,Energia Elétrica
8,ALUP3,VPA ,"11,38","11,38","6,54","5,69","4,92","5,17","3,86","4,02","3,93","15,66",Energia Elétrica
9,ALUP3,P/Ativo ,"0,29","0,28","0,35","0,52","0,45","0,52","0,60",-,-,-,Energia Elétrica
10,ALUP3,LPA ,"1,27","1,27","1,07","1,01","0,44","0,44","0,41","0,33","0,58","1,77",Energia Elétrica
11,ALUP3,P/SR ,"1,43","1,36","1,28","2,18","3,50","3,90","3,92",-,-,-,Energia Elétrica
12,ALUP3,P/Cap. Giro ,"3,83","3,64","4,39","2,99","1,91","3,17","7,62",-,-,-,Energia Elétrica
13,ALUP3,P/Ativo Circ. Liq. ,"-0,35","-0,33","-0,43","-0,72","-0,69","-0,76","-0,80",-,-,-,Energia Elétrica
14,ALUP3,Dív. líquida/PL ,"0,82","1,25","1,21","0,93","0,65","0,69","1,25","1,56","1,38","0,97",Energia Elétrica
15,ALUP3,Dív. líquida/EBITDA ,"2,09","2,09","2,00","1,86","2,18","2,31",-,"3,40","3,10","2,48",Energia Elétrica
16,ALUP3,Dív. líquida/EBIT ,"2,16","2,16","2,09","1,90","2,35","2,52","2,93","3,63","3,22","2,57",Energia Elétrica
17,ALUP3,PL/Ativos ,"0,39","0,25","0,25","0,26","0,30","0,34","0,28","0,25","0,27","0,31",Energia Elétrica
18,ALUP3,Passivos/Ativos ,"0,61","0,61","0,60","0,61","0,57","0,51","0,55","0,59","0,57","0,51",Energia Elétrica
19,ALUP3,Liq. corrente ,"1,80","1,80","1,78","2,61","3,26","2,11","1,45","1,24","1,98","1,80",Energia Elétrica
20,ALUP3,M. Bruta ,"73,26%","73,26%","56,04%","53,72%","67,40%","73,54%","78,11%","77,24%","76,78%","79,96%",Energia Elétrica
21,ALUP3,M. EBITDA ,"74,78%","74,78%","56,39%","54,45%","68,47%","75,69%",-%,"77,05%","74,10%","77,55%",Energia Elétrica
22,ALUP3,M. EBIT ,"72,22%","72,22%","54,04%","53,24%","63,36%","69,61%","79,90%","72,12%","71,47%","74,81%",Energia Elétrica
23,ALUP3,M. Líquida ,"21,31%","21,31%","15,34%","19,39%","20,54%","21,51%","20,00%","14,00%","24,69%","22,45%",Energia Elétrica
24,ALUP3,ROE ,"11,15%","17,03%","16,38%","17,80%","8,94%","8,52%","10,72%","8,33%","14,79%","11,29%",Energia Elétrica
25,ALUP3,ROA ,"4,34%","4,34%","4,17%","4,60%","2,65%","2,89%","3,04%","2,09%","4,06%","3,47%",Energia Elétrica
26,ALUP3,ROIC ,"15,12%","15,12%","14,02%","11,83%","8,04%","9,52%","12,27%","11,49%","12,66%","11,34%",Energia Elétrica
27,ALUP3,Giro ativos ,"0,20","0,20","0,27","0,24","0,13","0,13","0,15","0,15","0,16","0,15",Energia Elétrica
28,ALUP3,CAGR Receitas 5 anos ,"27,49%","27,49%","32,68%","25,59%","7,84%","5,07%","5,07%","9,80%","13,73%","16,76%",Energia Elétrica
29,ALUP3,CAGR Lucros 5 anos ,"29,12%","29,12%","35,12%","19,67%","5,94%","8,47%","10,28%","1,68%","21,30%","29,68%",Energia Elétrica
0,AMAR3,D.Y ,-%,-%,-%,-%,-%,-%,-%,"1,35%","0,75%","0,62%",Tecidos. Vestuário e Calçados
1,AMAR3,P/L ,"-13,14","-13,86",-,"-24,12","37,34","-24,48","-13,82","-25,16","52,66","40,36",Tecidos. Vestuário e Calçados
2,AMAR3,PEG Ratio ,-,-,-,-,"-0,25","0,78","-0,09","0,15","-1,31","-0,64",Tecidos. Vestuário e Calçados
3,AMAR3,P/VP ,"0,94","0,99","1,80","1,91","1,09","1,54","1,20","0,80","2,33","3,12",Tecidos. Vestuário e Calçados
4,AMAR3,EV/EBITDA ,"24,48","25,07","-14,58","18,90","4,02","7,63","8,96","5,37","8,62","10,75",Tecidos. Vestuário e Calçados
5,AMAR3,EV/EBIT ,"446,35","457,08","-9,23","52,36","6,00","18,11","173,04","20,45","17,05","19,30",Tecidos. Vestuário e Calçados
6,AMAR3,P/EBITDA ,"10,77","11,35","-9,62","14,62","2,53","5,57","6,73","3,34","6,98","9,31",Tecidos. Vestuário e Calçados
7,AMAR3,P/EBIT ,"196,29","207,02","-6,09","40,49","3,78","13,22","130,02","12,72","13,82","16,71",Tecidos. Vestuário e Calçados
8,AMAR3,VPA ,"2,92","3,82","3,79","6,96","4,77","4,70","4,96","6,03","6,23","5,97",Tecidos. Vestuário e Calçados
9,AMAR3,P/Ativo ,"0,28","0,29","0,53","0,67","0,34","0,52","0,46","0,32","0,90","1,34",Tecidos. Vestuário e Calçados
10,AMAR3,LPA ,"-0,21","-0,27","0,00","-0,55","0,14","-0,30","-0,43","-0,19","0,28","0,46",Tecidos. Vestuário e Calçados
11,AMAR3,P/SR ,"0,37","0,39","0,83","0,94","0,38","0,51","0,43","0,28","0,80","1,11",Tecidos. Vestuário e Calçados
12,AMAR3,P/Cap. Giro ,"2,72","2,86","5,50","3,27","1,74","2,58","1,41","0,87","2,56","3,44",Tecidos. Vestuário e Calçados
13,AMAR3,P/Ativo Circ. Liq. ,"-0,57","-0,60","-1,13","-1,65","-0,90","-1,50","-1,15","-0,93","-2,72","-3,91",Tecidos. Vestuário e Calçados
14,AMAR3,Dív. líquida/PL ,"1,20","1,20","0,93","0,56","0,64","0,57","0,40","0,49","0,54","0,48",Tecidos. Vestuário e Calçados
15,AMAR3,Dív. líquida/EBITDA ,"13,71","13,71","-4,97","4,28","1,48","2,06","2,23","2,03","1,63","1,44",Tecidos. Vestuário e Calçados
16,AMAR3,Dív. líquida/EBIT ,"250,05","250,05","-3,14","11,86","2,21","4,89","43,02","7,73","3,23","2,59",Tecidos. Vestuário e Calçados
17,AMAR3,PL/Ativos ,"0,29","0,29","0,29","0,35","0,31","0,34","0,38","0,40","0,39","0,43",Tecidos. Vestuário e Calçados
